Species1,Species3,Match.type
Ephippiorhynchus senegalensis,Ephippiorhynchus senegalensis,1BL to 1BT
Ephippiospingus dorsalis,Phrygilus dorsalis,1BL to 1BT
Ephippiospingus erythronotus,Phrygilus erythronotus,1BL to 1BT
Epimachus fastosus,Epimachus fastuosus,1BL to 1BT
Epimachus meyeri,Epimachus meyeri,1BL to 1BT
Epinecrophylla amazonica,Epinecrophylla haematonota,1BL to 1BT
Epinecrophylla erythrura,Epinecrophylla erythrura,1BL to 1BT
Epinecrophylla fulviventris,Epinecrophylla fulviventris,1BL to 1BT
Epinecrophylla gutturalis,Myrmotherula gutturalis,1BL to 1BT
Epinecrophylla hoffmannsi,Epinecrophylla ornata,Many BL to 1BT
Epinecrophylla leucophthalma,Epinecrophylla leucophthalma,1BL to 1BT
Epinecrophylla ornata,Epinecrophylla ornata,Many BL to 1BT
Epinecrophylla spodionota,Epinecrophylla spodionota,1BL to 1BT
Epthianura albifrons,Epthianura albifrons,1BL to 1BT
Epthianura aurifrons,Epthianura aurifrons,1BL to 1BT
Epthianura crocea,Epthianura crocea,1BL to 1BT
Epthianura tricolor,Epthianura tricolor,1BL to 1BT
Eremalauda dunni,Eremalauda dunni,Many BL to 1BT
Eremalauda eremodites,Eremalauda dunni,Many BL to 1BT
Eremomela atricollis,Eremomela atricollis,1BL to 1BT
Eremomela badiceps,Eremomela badiceps,1BL to 1BT
Eremomela canescens,Eremomela canescens,1BL to 1BT
Eremomela flavicrissalis,Eremomela flavicrissalis,1BL to 1BT
Eremomela gregalis,Eremomela gregalis,1BL to 1BT
Eremomela pusilla,Eremomela pusilla,1BL to 1BT
Eremomela scotops,Eremomela scotops,1BL to 1BT
Eremomela turneri,Eremomela turneri,1BL to 1BT
Eremomela usticollis,Eremomela usticollis,1BL to 1BT
Eremophila alpestris,Eremophila alpestris,1BL to 1BT
Eremophila bilopha,Eremophila bilopha,1BL to 1BT
Eremopterix australis,Eremopterix australis,1BL to 1BT
Eremopterix griseus,Eremopterix griseus,1BL to 1BT
Eremopterix hova,Mirafra hova,1BL to 1BT
Eremopterix leucopareia,Eremopterix leucopareia,1BL to 1BT
Eremopterix leucotis,Eremopterix leucotis,1BL to 1BT
Eremopterix nigriceps,Eremopterix nigriceps,1BL to 1BT
Eremopterix signatus,Eremopterix signatus,1BL to 1BT
Eremopterix verticalis,Eremopterix verticalis,1BL to 1BT
Eriocnemis aline,Eriocnemis alinae,1BL to 1BT
Eriocnemis cupreoventris,Eriocnemis cupreoventris,1BL to 1BT
Eriocnemis derbyi,Eriocnemis derbyi,1BL to 1BT
Eriocnemis glaucopoides,Eriocnemis glaucopoides,1BL to 1BT
Eriocnemis godini,Eriocnemis godini,1BL to 1BT
Eriocnemis isabellae,Eriocnemis isabellae,1BL to 1BT
Eriocnemis luciani,Eriocnemis luciani,Many BL to 1BT
Eriocnemis mirabilis,Eriocnemis mirabilis,1BL to 1BT
Eriocnemis mosquera,Eriocnemis mosquera,1BL to 1BT
Eriocnemis nigrivestis,Eriocnemis nigrivestis,1BL to 1BT
Eriocnemis sapphiropygia,Eriocnemis luciani,Many BL to 1BT
Eriocnemis vestita,Eriocnemis vestita,1BL to 1BT
Erithacus rubecula,Erithacus rubecula,1BL to 1BT
Erpornis zantholeuca,Erpornis zantholeuca,1BL to 1BT
Erythrocercus holochlorus,Erythrocercus holochlorus,1BL to 1BT
Erythrocercus livingstonei,Erythrocercus livingstonei,1BL to 1BT
Erythrocercus mccallii,Erythrocercus mccallii,1BL to 1BT
Erythrogenys erythrocnemis,Pomatorhinus erythrocnemis,1BL to 1BT
Erythrogenys erythrogenys,Pomatorhinus erythrogenys,1BL to 1BT
Erythrogenys gravivox,Pomatorhinus gravivox,1BL to 1BT
Erythrogenys hypoleucos,Pomatorhinus hypoleucos,1BL to 1BT
Erythrogenys mcclellandi,Pomatorhinus mcclellandi,1BL to 1BT
Erythrogenys swinhoei,Pomatorhinus swinhoei,1BL to 1BT
Erythrogonys cinctus,Erythrogonys cinctus,1BL to 1BT
Erythromachus leguati,NA ,Extinct
Erythropitta arquata,Pitta arcuata,1BL to 1BT
Erythropitta caeruleitorques,Pitta erythrogaster,Many BL to 1BT
Erythropitta celebensis,Pitta erythrogaster,Many BL to 1BT
Erythropitta dohertyi,Pitta dohertyi,1BL to 1BT
Erythropitta erythrogaster,Pitta erythrogaster,Many BL to 1BT
Erythropitta gazellae,Pitta erythrogaster,Many BL to 1BT
Erythropitta granatina,Pitta granatina,1BL to 1BT
Erythropitta inspeculata,Pitta erythrogaster,Many BL to 1BT
Erythropitta kochi,Pitta kochi,1BL to 1BT
Erythropitta macklotii,Pitta erythrogaster,Many BL to 1BT
Erythropitta meeki,Pitta erythrogaster,Many BL to 1BT
Erythropitta novaehibernicae,Pitta erythrogaster,Many BL to 1BT
Erythropitta palliceps,Pitta erythrogaster,Many BL to 1BT
Erythropitta rubrinucha,Pitta erythrogaster,Many BL to 1BT
Erythropitta rufiventris,Pitta erythrogaster,Many BL to 1BT
Erythropitta splendida,Pitta erythrogaster,Many BL to 1BT
Erythropitta ussheri,Pitta ussheri,1BL to 1BT
Erythropitta venusta,Pitta venusta,1BL to 1BT
Erythrotriorchis buergersi,Erythrotriorchis buergersi,1BL to 1BT
Erythrotriorchis radiatus,Erythrotriorchis radiatus,1BL to 1BT
Erythrura coloria,Erythrura coloria,1BL to 1BT
Erythrura hyperythra,Erythrura hyperythra,1BL to 1BT
Erythrura kleinschmidti,Erythrura kleinschmidti,1BL to 1BT
Erythrura papuana,Erythrura papuana,1BL to 1BT
Erythrura pealii,Erythrura pealii,1BL to 1BT
Erythrura prasina,Erythrura prasina,1BL to 1BT
Erythrura psittacea,Erythrura psittacea,1BL to 1BT
Erythrura trichroa,Erythrura trichroa,1BL to 1BT
Erythrura tricolor,Erythrura tricolor,1BL to 1BT
Erythrura viridifacies,Erythrura viridifacies,1BL to 1BT
Esacus magnirostris,Esacus giganteus,1BL to 1BT
Esacus recurvirostris,Esacus recurvirostris,1BL to 1BT
Estrilda astrild,Estrilda astrild,1BL to 1BT
Estrilda atricapilla,Estrilda atricapilla,1BL to 1BT
Estrilda charmosyna,Estrilda charmosyna,1BL to 1BT
Estrilda coerulescens,Estrilda caerulescens,1BL to 1BT
Estrilda erythronotos,Estrilda erythronotos,1BL to 1BT
Estrilda kandti,Estrilda kandti,1BL to 1BT
Estrilda melpoda,Estrilda melpoda,1BL to 1BT
Estrilda nigriloris,Estrilda nigriloris,1BL to 1BT
Estrilda nonnula,Estrilda nonnula,1BL to 1BT
Estrilda paludicola,Estrilda paludicola,1BL to 1BT
Estrilda perreini,Estrilda perreini,1BL to 1BT
Estrilda poliopareia,Estrilda poliopareia,1BL to 1BT
Estrilda rhodopyga,Estrilda rhodopyga,1BL to 1BT
Estrilda rufibarba,Estrilda rufibarba,1BL to 1BT
Estrilda thomensis,Estrilda thomensis,1BL to 1BT
Estrilda troglodytes,Estrilda troglodytes,1BL to 1BT
Eubucco aurantiicollis,Eubucco richardsoni,Many BL to 1BT
Eubucco bourcierii,Eubucco bourcierii,1BL to 1BT
Eubucco glaucogularis,Eubucco versicolor,Many BL to 1BT
Eubucco richardsoni,Eubucco richardsoni,Many BL to 1BT
Eubucco steerii,Eubucco versicolor,Many BL to 1BT
Eubucco tucinkae,Eubucco tucinkae,1BL to 1BT
Eubucco versicolor,Eubucco versicolor,Many BL to 1BT
Euchrepomis callinota,Terenura callinota,1BL to 1BT
Euchrepomis humeralis,Terenura humeralis,1BL to 1BT
Euchrepomis sharpei,Terenura sharpei,1BL to 1BT
Euchrepomis spodioptila,Terenura spodioptila,1BL to 1BT
Eucometis penicillata,Eucometis penicillata,1BL to 1BT
Eudocimus albus,Eudocimus albus,1BL to 1BT
Eudocimus ruber,Eudocimus ruber,1BL to 1BT
Eudromia elegans,Eudromia elegans,1BL to 1BT
Eudromia formosa,Eudromia formosa,1BL to 1BT
Eudromias morinellus,Eudromias morinellus,1BL to 1BT
Eudynamys scolopaceus,Eudynamys scolopaceus,1BL to 1BT
Eudyptes chrysocome,Eudyptes chrysocome,1BL to 1BT
Eudyptes chrysolophus,Eudyptes chrysolophus,1BL to 1BT
Eudyptes moseleyi,Eudyptes moseleyi,1BL to 1BT
Eudyptes pachyrhynchus,Eudyptes pachyrhynchus,1BL to 1BT
Eudyptes robustus,Eudyptes robustus,1BL to 1BT
Eudyptes schlegeli,Eudyptes schlegeli,1BL to 1BT
Eudyptes sclateri,Eudyptes sclateri,1BL to 1BT
Eudyptula minor,Eudyptula minor,1BL to 1BT
Eugenes fulgens,Eugenes fulgens,1BL to 1BT
Eugerygone rubra,Eugerygone rubra,1BL to 1BT
Eugralla paradoxa,Eugralla paradoxa,1BL to 1BT
Eulabeornis castaneoventris,Eulabeornis castaneoventris,1BL to 1BT
Eulacestoma nigropectus,Eulacestoma nigropectus,1BL to 1BT
Eulampis holosericeus,Eulampis holosericeus,1BL to 1BT
Eulampis jugularis,Eulampis jugularis,1BL to 1BT
Eulidia yarrellii,Eulidia yarrellii,1BL to 1BT
Eulipoa wallacei,Eulipoa wallacei,1BL to 1BT
Eumomota superciliosa,Eumomota superciliosa,1BL to 1BT
Eumyias additus,Rhinomyias additus,1BL to 1BT
Eumyias albicaudatus,Eumyias albicaudatus,1BL to 1BT
Eumyias indigo,Eumyias indigo,Many BL to 1BT
Eumyias panayensis,Eumyias panayensis,1BL to 1BT
Eumyias ruficrissa,Eumyias indigo,Many BL to 1BT
Eumyias sordidus,Eumyias sordidus,1BL to 1BT
Eumyias thalassinus,Eumyias thalassinus,1BL to 1BT
Euneornis campestris,Euneornis campestris,1BL to 1BT
Eunymphicus cornutus,Eunymphicus cornutus,1BL to 1BT
Eunymphicus uvaeensis,Eunymphicus uvaeensis,1BL to 1BT
Euodice cantans,Lonchura cantans,1BL to 1BT
Euodice malabarica,Lonchura malabarica,1BL to 1BT
Eupetes macrocerus,Eupetes macrocerus,1BL to 1BT
Eupetomena macroura,Eupetomena macroura,1BL to 1BT
Euphagus carolinus,Euphagus carolinus,1BL to 1BT
Euphagus cyanocephalus,Euphagus cyanocephalus,1BL to 1BT
Eupherusa cyanophrys,Eupherusa cyanophrys,1BL to 1BT
Eupherusa eximia,Eupherusa eximia,1BL to 1BT
Eupherusa nigriventris,Eupherusa nigriventris,1BL to 1BT
Eupherusa poliocerca,Eupherusa poliocerca,1BL to 1BT
Euphonia affinis,Euphonia affinis,1BL to 1BT
Euphonia anneae,Euphonia anneae,1BL to 1BT
Euphonia cayennensis,Euphonia cayennensis,1BL to 1BT
Euphonia chalybea,Euphonia chalybea,1BL to 1BT
Euphonia chlorotica,Euphonia chlorotica,1BL to 1BT
Euphonia chrysopasta,Euphonia chrysopasta,1BL to 1BT
Euphonia concinna,Euphonia concinna,1BL to 1BT
Euphonia cyanocephala,Euphonia cyanocephala,1BL to 1BT
Euphonia elegantissima,Euphonia elegantissima,1BL to 1BT
Euphonia finschi,Euphonia finschi,1BL to 1BT
Euphonia flavifrons,Euphonia musica,Many BL to 1BT
Euphonia fulvicrissa,Euphonia fulvicrissa,1BL to 1BT
Euphonia gouldi,Euphonia gouldi,1BL to 1BT
Euphonia hirundinacea,Euphonia hirundinacea,1BL to 1BT
Euphonia imitans,Euphonia imitans,1BL to 1BT
Euphonia jamaica,Euphonia jamaica,1BL to 1BT
Euphonia laniirostris,Euphonia laniirostris,1BL to 1BT
Euphonia luteicapilla,Euphonia luteicapilla,1BL to 1BT
Euphonia mesochrysa,Euphonia mesochrysa,1BL to 1BT
Euphonia minuta,Euphonia minuta,1BL to 1BT
Euphonia musica,Euphonia musica,Many BL to 1BT
Euphonia pectoralis,Euphonia pectoralis,1BL to 1BT
Euphonia plumbea,Euphonia plumbea,1BL to 1BT
Euphonia rufiventris,Euphonia rufiventris,1BL to 1BT
Euphonia saturata,Euphonia saturata,1BL to 1BT
Euphonia sclateri,Euphonia musica,Many BL to 1BT
Euphonia trinitatis,Euphonia trinitatis,1BL to 1BT
Euphonia violacea,Euphonia violacea,1BL to 1BT
Euphonia xanthogaster,Euphonia xanthogaster,1BL to 1BT
Euplectes afer,Euplectes afer,1BL to 1BT
Euplectes albonotatus,Euplectes albonotatus,1BL to 1BT
Euplectes ardens,Euplectes ardens,Many BL to 1BT
Euplectes aureus,Euplectes aureus,1BL to 1BT
Euplectes axillaris,Euplectes axillaris,1BL to 1BT
Euplectes capensis,Euplectes capensis,1BL to 1BT
Euplectes diadematus,Euplectes diadematus,1BL to 1BT
Euplectes franciscanus,Euplectes franciscanus,1BL to 1BT
Euplectes gierowii,Euplectes gierowii,1BL to 1BT
Euplectes hartlaubi,Euplectes hartlaubi,1BL to 1BT
Euplectes hordeaceus,Euplectes hordeaceus,1BL to 1BT
Euplectes jacksoni,Euplectes jacksoni,1BL to 1BT
Euplectes laticauda,Euplectes ardens,Many BL to 1BT
Euplectes macroura,Euplectes macroura,1BL to 1BT
Euplectes nigroventris,Euplectes nigroventris,1BL to 1BT
Euplectes orix,Euplectes orix,1BL to 1BT
Euplectes progne,Euplectes progne,1BL to 1BT
Euplectes psammacromius,Euplectes psammocromius,1BL to 1BT
Eupodotis caerulescens,Eupodotis caerulescens,1BL to 1BT
Eupodotis senegalensis,Eupodotis senegalensis,1BL to 1BT
Eupsittula astec,Aratinga nana,Many BL to 1BT
Eupsittula aurea,Aratinga aurea,1BL to 1BT
Eupsittula cactorum,Aratinga cactorum,1BL to 1BT
Eupsittula canicularis,Aratinga canicularis,1BL to 1BT
Eupsittula nana,Aratinga nana,Many BL to 1BT
Eupsittula pertinax,Aratinga pertinax,1BL to 1BT
Euptilotis neoxenus,Euptilotis neoxenus,1BL to 1BT
Euptilotus eutilotus,Pycnonotus eutilotus,1BL to 1BT
Eurillas ansorgei,Andropadus ansorgei,1BL to 1BT
Eurillas curvirostris,Andropadus curvirostris,1BL to 1BT
Eurillas gracilis,Andropadus gracilis,1BL to 1BT
Eurillas latirostris,Andropadus latirostris,1BL to 1BT
Eurillas virens,Andropadus virens,1BL to 1BT
Eurocephalus anguitimens,Eurocephalus anguitimens,1BL to 1BT
Eurocephalus ruppelli,Eurocephalus rueppelli,1BL to 1BT
Eurochelidon sirintarae,Eurochelidon sirintarae,1BL to 1BT
Eurostopodus archboldi,Eurostopodus archboldi,1BL to 1BT
Eurostopodus argus,Eurostopodus argus,1BL to 1BT
Eurostopodus diabolicus,Eurostopodus diabolicus,1BL to 1BT
Eurostopodus exul,Eurostopodus mystacalis,Many BL to 1BT
Eurostopodus mystacalis,Eurostopodus mystacalis,Many BL to 1BT
Eurostopodus nigripennis,Eurostopodus mystacalis,Many BL to 1BT
Eurostopodus papuensis,Eurostopodus papuensis,1BL to 1BT
Euryceros prevostii,Euryceros prevostii,1BL to 1BT
Eurylaimus harterti,Eurylaimus javanicus,Many BL to 1BT
Eurylaimus javanicus,Eurylaimus javanicus,Many BL to 1BT
Eurylaimus ochromalus,Eurylaimus ochromalus,1BL to 1BT
Euryptila subcinnamomea,Euryptila subcinnamomea,1BL to 1BT
Eurypyga helias,Eurypyga helias,1BL to 1BT
Eurystomus azureus,Eurystomus azureus,1BL to 1BT
Eurystomus glaucurus,Eurystomus glaucurus,1BL to 1BT
Eurystomus gularis,Eurystomus gularis,1BL to 1BT
Eurystomus orientalis,Eurystomus orientalis,1BL to 1BT
Euscarthmus fulviceps,Euscarthmus meloryphus,Many BL to 1BT
Euscarthmus meloryphus,Euscarthmus meloryphus,Many BL to 1BT
Euscarthmus rufomarginatus,Euscarthmus rufomarginatus,1BL to 1BT
Euschistospiza cinereovinacea,Euschistospiza cinereovinacea,1BL to 1BT
Euschistospiza dybowskii,Euschistospiza dybowskii,1BL to 1BT
Eutoxeres aquila,Eutoxeres aquila,1BL to 1BT
Eutoxeres condamini,Eutoxeres condamini,1BL to 1BT
Eutrichomyias rowleyi,Eutrichomyias rowleyi,1BL to 1BT
Eutriorchis astur,Eutriorchis astur,1BL to 1BT
Falcipennis canadensis,Dendragapus canadensis,Many BL to 1BT
Falcipennis falcipennis,Dendragapus falcipennis,1BL to 1BT
Falcipennis franklinii,Dendragapus canadensis,Many BL to 1BT
Falco alopex,Falco alopex,1BL to 1BT
Falco amurensis,Falco amurensis,1BL to 1BT
Falco araeus,Falco araea,1BL to 1BT
Falco ardosiaceus,Falco ardosiaceus,1BL to 1BT
Falco berigora,Falco berigora,1BL to 1BT
Falco biarmicus,Falco biarmicus,1BL to 1BT
Falco cenchroides,Falco cenchroides,1BL to 1BT
Falco cherrug,Falco cherrug,1BL to 1BT
Falco chicquera,Falco chicquera,Many BL to 1BT
Falco columbarius,Falco columbarius,1BL to 1BT
Falco concolor,Falco concolor,1BL to 1BT
Falco cuvierii,Falco cuvierii,1BL to 1BT
Falco deiroleucus,Falco deiroleucus,1BL to 1BT
Falco dickinsoni,Falco dickinsoni,1BL to 1BT
Falco duboisi,NA ,Extinct
Falco eleonorae,Falco eleonorae,1BL to 1BT
Falco fasciinucha,Falco fasciinucha,1BL to 1BT
Falco femoralis,Falco femoralis,1BL to 1BT
Falco hypoleucos,Falco hypoleucos,1BL to 1BT
Falco jugger,Falco jugger,1BL to 1BT
Falco longipennis,Falco longipennis,1BL to 1BT
Falco mexicanus,Falco mexicanus,1BL to 1BT
Falco moluccensis,Falco moluccensis,1BL to 1BT
Falco naumanni,Falco naumanni,1BL to 1BT
Falco newtoni,Falco newtoni,1BL to 1BT
Falco novaeseelandiae,Falco novaeseelandiae,1BL to 1BT
Falco punctatus,Falco punctatus,1BL to 1BT
Falco ruficollis,Falco chicquera,Many BL to 1BT
Falco rufigularis,Falco rufigularis,1BL to 1BT
Falco rupicoloides,Falco rupicoloides,1BL to 1BT
Falco rusticolus,Falco rusticolus,1BL to 1BT
Falco severus,Falco severus,1BL to 1BT
Falco sparverius,Falco sparverius,1BL to 1BT
Falco subbuteo,Falco subbuteo,1BL to 1BT
Falco subniger,Falco subniger,1BL to 1BT
Falco tinnunculus,Falco tinnunculus,1BL to 1BT
Falco vespertinus,Falco vespertinus,1BL to 1BT
Falco zoniventris,Falco zoniventris,1BL to 1BT
Falculea palliata,Falculea palliata,1BL to 1BT
Falcunculus frontatus,Falcunculus frontatus,Many BL to 1BT
Falcunculus leucogaster,Falcunculus frontatus,Many BL to 1BT
Falcunculus whitei,Falcunculus frontatus,Many BL to 1BT
Ferminia cerverai,Ferminia cerverai,1BL to 1BT
Ficedula albicilla,Ficedula albicilla,1BL to 1BT
Ficedula albicollis,Ficedula albicollis,1BL to 1BT
Ficedula basilanica,Ficedula basilanica,1BL to 1BT
Ficedula bonthaina,Ficedula bonthaina,1BL to 1BT
Ficedula buruensis,Ficedula buruensis,1BL to 1BT
Ficedula crypta,Ficedula crypta,1BL to 1BT
Ficedula disposita,Ficedula disposita,1BL to 1BT
Ficedula dumetoria,Ficedula dumetoria,Many BL to 1BT
Ficedula elisae,Ficedula narcissina,Many BL to 1BT
Ficedula erithacus,Ficedula hodgsonii,1BL to 1BT
Ficedula harterti,Ficedula harterti,1BL to 1BT
Ficedula henrici,Ficedula henrici,1BL to 1BT
Ficedula hodgsoni,Muscicapella hodgsoni,1BL to 1BT
Ficedula hyperythra,Ficedula hyperythra,Many BL to 1BT
Ficedula hypoleuca,Ficedula hypoleuca,1BL to 1BT
Ficedula luzoniensis,Ficedula hyperythra,Many BL to 1BT
Ficedula mugimaki,Ficedula mugimaki,1BL to 1BT
Ficedula narcissina,Ficedula narcissina,Many BL to 1BT
Ficedula nigrorufa,Ficedula nigrorufa,1BL to 1BT
Ficedula owstoni,Ficedula narcissina,Many BL to 1BT
Ficedula parva,Ficedula parva,1BL to 1BT
Ficedula platenae,Ficedula platenae,1BL to 1BT
Ficedula riedeli,Ficedula dumetoria,Many BL to 1BT
Ficedula ruficauda,Muscicapa ruficauda,1BL to 1BT
Ficedula rufigula,Ficedula rufigula,1BL to 1BT
Ficedula sapphira,Ficedula sapphira,1BL to 1BT
Ficedula semitorquata,Ficedula semitorquata,1BL to 1BT
Ficedula strophiata,Ficedula strophiata,1BL to 1BT
Ficedula subrubra,Ficedula subrubra,1BL to 1BT
Ficedula superciliaris,Ficedula superciliaris,1BL to 1BT
Ficedula timorensis,Ficedula timorensis,1BL to 1BT
Ficedula tricolor,Ficedula tricolor,1BL to 1BT
Ficedula westermanni,Ficedula westermanni,1BL to 1BT
Ficedula zanthopygia,Ficedula zanthopygia,1BL to 1BT
Florisuga fusca,Florisuga fusca,1BL to 1BT
Florisuga mellivora,Florisuga mellivora,1BL to 1BT
Fluvicola albiventer,Fluvicola albiventer,1BL to 1BT
Fluvicola nengeta,Fluvicola nengeta,1BL to 1BT
Fluvicola pica,Fluvicola pica,1BL to 1BT
Formicarius analis,Formicarius analis,1BL to 1BT
Formicarius colma,Formicarius colma,1BL to 1BT
Formicarius moniliger,Formicarius moniliger,1BL to 1BT
Formicarius nigricapillus,Formicarius nigricapillus,1BL to 1BT
Formicarius rufifrons,Formicarius rufifrons,1BL to 1BT
Formicarius rufipectus,Formicarius rufipectus,1BL to 1BT
Formicivora acutirostris,Stymphalornis acutirostris,Many BL to 1BT
Formicivora erythronotos,Formicivora erythronotos,1BL to 1BT
Formicivora grantsaui,Formicivora rufa,Many BL to 1BT
Formicivora grisea,Formicivora grisea,1BL to 1BT
Formicivora iheringi,Formicivora iheringi,1BL to 1BT
Formicivora intermedia,Formicivora intermedia,1BL to 1BT
Formicivora melanogaster,Formicivora melanogaster,1BL to 1BT
Formicivora paludicola,Stymphalornis acutirostris,Many BL to 1BT
Formicivora rufa,Formicivora rufa,Many BL to 1BT
Forpus coelestis,Forpus coelestis,1BL to 1BT
Forpus conspicillatus,Forpus conspicillatus,1BL to 1BT
Forpus cyanopygius,Forpus cyanopygius,1BL to 1BT
Forpus modestus,Forpus modestus,1BL to 1BT
Forpus passerinus,Forpus passerinus,1BL to 1BT
Forpus spengeli,Forpus xanthopterygius,Many BL to 1BT
Forpus xanthops,Forpus xanthops,1BL to 1BT
Forpus xanthopterygius,Forpus xanthopterygius,Many BL to 1BT
Foudia aldabrana,Foudia eminentissima,Many BL to 1BT
Foudia consobrina,Foudia eminentissima,Many BL to 1BT
Foudia delloni,NA ,Extinct
Foudia eminentissima,Foudia eminentissima,Many BL to 1BT
Foudia flavicans,Foudia flavicans,1BL to 1BT
Foudia madagascariensis,Foudia madagascariensis,1BL to 1BT
Foudia omissa,Foudia omissa,1BL to 1BT
Foudia rubra,Foudia rubra,1BL to 1BT
Foudia sechellarum,Foudia sechellarum,1BL to 1BT
Foulehaio carunculatus,Foulehaio carunculatus,Many BL to 1BT
Foulehaio procerior,Foulehaio carunculatus,Many BL to 1BT
Foulehaio taviunensis,Foulehaio carunculatus,Many BL to 1BT
Francolinus francolinus,Francolinus francolinus,1BL to 1BT
Francolinus gularis,Francolinus gularis,1BL to 1BT
Francolinus pictus,Francolinus pictus,1BL to 1BT
Francolinus pintadeanus,Francolinus pintadeanus,1BL to 1BT
Francolinus pondicerianus,Francolinus pondicerianus,1BL to 1BT
Fraseria caerulescens,Muscicapa caerulescens,1BL to 1BT
Fraseria cinerascens,Fraseria cinerascens,1BL to 1BT
Fraseria griseigularis,Myioparus griseigularis,1BL to 1BT
Fraseria lendu,Muscicapa lendu,1BL to 1BT
Fraseria ocreata,Fraseria ocreata,1BL to 1BT
Fraseria olivascens,Muscicapa olivascens,1BL to 1BT
Fraseria plumbea,Myioparus plumbeus,1BL to 1BT
Fraseria tessmanni,Muscicapa tessmanni,1BL to 1BT
Fratercula arctica,Fratercula arctica,1BL to 1BT
Fratercula cirrhata,Fratercula cirrhata,1BL to 1BT
Fratercula corniculata,Fratercula corniculata,1BL to 1BT
Frederickena unduliger,Frederickena unduligera,1BL to 1BT
Frederickena viridis,Frederickena viridis,1BL to 1BT
Fregata andrewsi,Fregata andrewsi,1BL to 1BT
Fregata aquila,Fregata aquila,1BL to 1BT
Fregata ariel,Fregata ariel,1BL to 1BT
Fregata magnificens,Fregata magnificens,1BL to 1BT
Fregata minor,Fregata minor,1BL to 1BT
Fregetta grallaria,Fregetta grallaria,1BL to 1BT
Fregetta maoriana,Oceanites maorianus,1BL to 1BT
Fregetta tropica,Fregetta tropica,1BL to 1BT
Fregilupus varius,NA ,Extinct
Fringilla coelebs,Fringilla coelebs,1BL to 1BT
Fringilla montifringilla,Fringilla montifringilla,1BL to 1BT
Fringilla polatzeki,Fringilla teydea,Many BL to 1BT
Fringilla teydea,Fringilla teydea,Many BL to 1BT
Fulica alai,Fulica alai,1BL to 1BT
Fulica ardesiaca,Fulica ardesiaca,1BL to 1BT
Fulica armillata,Fulica armillata,1BL to 1BT
Fulica atra,Fulica atra,1BL to 1BT
Fulica cornuta,Fulica cornuta,1BL to 1BT
Fulica cristata,Fulica cristata,1BL to 1BT
Fulica gigantea,Fulica gigantea,1BL to 1BT
Fulica leucoptera,Fulica leucoptera,1BL to 1BT
Fulica newtonii,NA ,Extinct
Fulica rufifrons,Fulica rufifrons,1BL to 1BT
Fulmarus glacialis,Fulmarus glacialis,1BL to 1BT
Fulmarus glacialoides,Fulmarus glacialoides,1BL to 1BT
Fulvetta cinereiceps,Alcippe cinereiceps,1BL to 1BT
Fulvetta danisi,Alcippe danisi,1BL to 1BT
Fulvetta formosana,Alcippe formosana,1BL to 1BT
Fulvetta ludlowi,Alcippe ludlowi,1BL to 1BT
Fulvetta manipurensis,Alcippe manipurensis,1BL to 1BT
Fulvetta ruficapilla,Alcippe ruficapilla,1BL to 1BT
Fulvetta striaticollis,Alcippe striaticollis,1BL to 1BT
